Product Name,Description,URL,Page Number,Cleaned Description
Code Review with ChatGPT,Automating code review using ChatGPT with Github Actions integration on PRs for code explanations,https://github.com/marketplace/actions/code-review-with-chatgpt,13,automating code review using chatgpt github action integration pr code explanation
Remove artifacts,,https://github.com/marketplace/actions/remove-artifacts,13,
Comment Pull Request,Comments a pull request with the provided message,https://github.com/marketplace/actions/comment-pull-request,13,comment pull request provided message
Github Pull Request,⤵️ Create pull request,https://github.com/marketplace/actions/github-pull-request,13,create pull request
Build docker images using cache,Use registry to pull/push cache for an image (stages included),https://github.com/marketplace/actions/build-docker-images-using-cache,14,use registry pullpush cache image stage included
Jekyll Deploy Action,🪂 A Github Action to deploy the Jekyll site conveniently for GitHub Pages,https://github.com/marketplace/actions/jekyll-deploy-action,14,github action deploy jekyll site conveniently github page
Lighthouse Audit,Run tests on a webpage via Google s Lighthouse tool,https://github.com/marketplace/actions/lighthouse-audit,14,run test webpage via google lighthouse tool
JUnit Report Action,Report JUnit test results as annotations on Github Pull Request [junit],https://github.com/marketplace/actions/junit-report-action,14,report junit test result annotation github pull request junit
Azure Login,Authenticate to Azure and run your Azure CLI or Azure PowerShell based actions or scripts,https://github.com/marketplace/actions/azure-login,14,authenticate azure run azure cli azure powershell based action script
Docker Hub Description,An action to update a Docker Hub repository description from README.md,https://github.com/marketplace/actions/docker-hub-description,14,action update docker hub repository description readmemd
Dependabot Auto Merge,Automatically merge Dependabot PRs when version comparison is within range,https://github.com/marketplace/actions/dependabot-auto-merge,14,automatically merge dependabot pr version comparison within range
Run Playwright tests,Run Playwright tests on GitHub Actions,https://github.com/marketplace/actions/run-playwright-tests,14,run playwright test github action
Workflow Dispatch,Trigger and chain GitHub Actions workflows with workflow_dispatch events,https://github.com/marketplace/actions/workflow-dispatch,14,trigger chain github action workflow workflowdispatch event
Lychee Broken Link Checker,"Quickly check links in Markdown, HTML, and text files",https://github.com/marketplace/actions/lychee-broken-link-checker,14,quickly check link markdown html text file
Netlify Actions,Netlify deploy from GitHub Actions,https://github.com/marketplace/actions/netlify-actions,14,netlify deploy github action
Automated Version Bump,Automated version bump for npm packages,https://github.com/marketplace/actions/automated-version-bump,14,automated version bump npm package
Trigger Workflow and Wait,This action triggers a workflow in another repository and waits for the result,https://github.com/marketplace/actions/trigger-workflow-and-wait,14,action trigger workflow another repository wait result
PyCharm Python Security Scanner,Scan your Python Code for security issues,https://github.com/marketplace/actions/pycharm-python-security-scanner,14,scan python code security issue
GitGuardian Shield Action,Scan commits for secrets and other issues,https://github.com/marketplace/actions/gitguardian-shield-action,14,scan commits secret issue
Create Issue Branch,GitHub action that creates a new branch after assigning an issue,https://github.com/marketplace/actions/create-issue-branch,14,github action creates new branch assigning issue
GitHub Project Automation+,🤖 Automate GitHub Project cards with any webhook event,https://github.com/marketplace/actions/github-project-automation,14,automate github project card webhook event
Import GPG,GitHub Action to easily import a GPG key,https://github.com/marketplace/actions/import-gpg,14,github action easily import gpg key
Workflow Telemetry,Workflow Telemetry,https://github.com/marketplace/actions/workflow-telemetry,14,workflow telemetry
github-repo-stats,github-repo-stats,https://github.com/marketplace/actions/github-repo-stats,14,githubrepostats
Cloud Functions Deploy,Use this action to deploy your function or update an existing Cloud Function,https://github.com/marketplace/actions/cloud-functions-deploy,15,use action deploy function update existing cloud function
Auto Assign Action,Add reviewers to pull requests when pull requests are opened,https://github.com/marketplace/actions/auto-assign-action,15,add reviewer pull request pull request opened
Renovate Bot GitHub Action,GitHub Action to run self-hosted Renovate,https://github.com/marketplace/actions/renovate-bot-github-action,15,github action run selfhosted renovate
conventional-release-labels,automatically adds labels to pull requests based on Conventional Commits. Works with GitHub automated releases,https://github.com/marketplace/actions/conventional-release-labels,15,automatically add label pull request based conventional commits work github automated release
Fastlane Action,An action for executing fastlane lanes,https://github.com/marketplace/actions/fastlane-action,15,action executing fastlane lane
Delete merged branch,"No more manually deleting merged branches, this lovely app does it for you",https://github.com/marketplace/actions/delete-merged-branch,15,manually deleting merged branch lovely app
Setup MSYS2,Setup an MSYS2 environment,https://github.com/marketplace/actions/setup-msys2,15,setup msys environment
Run Ansible playbook,Execute Ansible playbook on selected hosts,https://github.com/marketplace/actions/run-ansible-playbook,15,execute ansible playbook selected host
LeetCode Sync,Sync LeetCode submissions to GitHub,https://github.com/marketplace/actions/leetcode-sync,15,sync leetcode submission github
ZAP Baseline Scan,Scans the web application with the ZAP Baseline Scan,https://github.com/marketplace/actions/zap-baseline-scan,15,scan web application zap baseline scan
Lock Threads,"Lock closed issues, pull requests and discussions after a period of inactivity",https://github.com/marketplace/actions/lock-threads,15,lock closed issue pull request discussion period inactivity
Secrets Sync Action,Copies secrets from the action s environment to many other repos,https://github.com/marketplace/actions/secrets-sync-action,15,copy secret action environment many repos
mxcl/Xcodebuild,A continuously resilient xcodebuild action. “The best xcodebuild action by far.” ―mxcl,https://github.com/marketplace/actions/mxcl-xcodebuild,15,continuously resilient xcodebuild action best xcodebuild action far mxcl
Pydantic to Typescript,Convert pydantic models into typescript definitions and ensure that your type definitions are in sync.,https://github.com/marketplace/actions/pydantic-to-typescript,15,convert pydantic model typescript definition ensure type definition sync
Frogbot by JFrog,JFrog Frogbot is a Git bot that scans your pull requests and repositories for security vulnerabilities,https://github.com/marketplace/actions/frogbot-by-jfrog,15,jfrog frogbot git bot scan pull request repository security vulnerability
Kind Cluster,Create a kind (Kubernetes IN Docker) cluster,https://github.com/marketplace/actions/kind-cluster,15,create kind kubernetes docker cluster
action turnstyle,A GitHub Action for serializing workflow runs,https://github.com/marketplace/actions/action-turnstyle,15,github action serializing workflow run
Install development tools,GitHub Action for installing development tools,https://github.com/marketplace/actions/install-development-tools,15,github action installing development tool
astral-sh/setup-uv,Set up your GitHub Actions workflow with a specific version of uv,https://github.com/marketplace/actions/astral-sh-setup-uv,15,set github action workflow specific version uv
ShellCheck,GitHub action for ShellCheck,https://github.com/marketplace/actions/shellcheck,15,github action shellcheck
Conventional Changelog Action,"Bump version, tag commit and generates changelog with conventional commits",https://github.com/marketplace/actions/conventional-changelog-action,16,bump version tag commit generates changelog conventional commits
Codeball AI Code Review,"AI Code Review – Codeball approves Pull Requests that a human would have approved. Wait less for review, save time and money",https://github.com/marketplace/actions/codeball-ai-code-review,16,ai code review codeball approves pull request human would approved wait le review save time money
mdBook Action,GitHub Actions for mdBook ⚡️ Setup mdBook quickly and build your site fast,https://github.com/marketplace/actions/mdbook-action,16,github action mdbook setup mdbook quickly build site fast
Deploy PR Preview,"Deploy a pull request preview to GitHub Pages, similar to Vercel and Netlify.",https://github.com/marketplace/actions/deploy-pr-preview,16,deploy pull request preview github page similar vercel netlify
iOS Build Action,"Build iOS project (.xcodeproj, .xcworkspace), and export ipa with custom entitlements",https://github.com/marketplace/actions/ios-build-action,16,build io project xcodeproj xcworkspace export ipa custom entitlement
GitHub Action for Yarn,Wraps the yarn CLI to enable common yarn commands,https://github.com/marketplace/actions/github-action-for-yarn,16,wrap yarn cli enable common yarn command
actions-timeline,An Action shows timeline of a GitHub Action workflow in the run summary page,https://github.com/marketplace/actions/actions-timeline,16,action show timeline github action workflow run summary page
Repo File Sync Action,GitHub Action to Sync Files like Workflows Between Repositories,https://github.com/marketplace/actions/repo-file-sync-action,16,github action sync file like workflow repository
Gatsby Publish,Build and deploy your Gatsby site to GitHub Pages,https://github.com/marketplace/actions/gatsby-publish,16,build deploy gatsby site github page
Setup Xcode version,Set up your GitHub Actions workflow with a specific version of Xcode,https://github.com/marketplace/actions/setup-xcode-version,16,set github action workflow specific version xcode
CLA assistant lite,An action to handle the Contributor License Agreement (CLA) and Developer Certificate of Orgin (DCO),https://github.com/marketplace/actions/cla-assistant-lite,16,action handle contributor license agreement cla developer certificate orgin dco
Docker Build & Push Action,Builds a Docker image and pushes to a private registry with support for multiple tags,https://github.com/marketplace/actions/docker-build-push-action,16,build docker image push private registry support multiple tag
ZAP Full Scan,Scans the web application with the ZAP Full Scan,https://github.com/marketplace/actions/zap-full-scan,16,scan web application zap full scan
"Amazon ECS ""Render Task Definition"" Action for GitHub Actions","Inserts a container image URI into a container definition in an Amazon ECS task definition JSON file, creating a new file",https://github.com/marketplace/actions/amazon-ecs-render-task-definition-action-for-github-actions,16,insert container image uri container definition amazon ec task definition json file creating new file
rust-clippy-check,Run clippy and annotate the diff with errors and warnings,https://github.com/marketplace/actions/rust-clippy-check,16,run clippy annotate diff error warning
Setup Deno,"Setup Deno by installing, downloading, and adding it to the path",https://github.com/marketplace/actions/setup-deno,16,setup deno installing downloading adding path
dotenv-linter,Runs dotenv-linter as a Github Action,https://github.com/marketplace/actions/dotenv-linter,16,run dotenvlinter github action
Prettier Action,Automatically runs prettier on all your changes,https://github.com/marketplace/actions/prettier-action,16,automatically run prettier change
GitHub Action for flyctl,Wraps the flyctl CLI tool to enable deploying and managing Fly apps,https://github.com/marketplace/actions/github-action-for-flyctl,16,wrap flyctl cli tool enable deploying managing fly apps
Wait for secrets,Publish from GitHub Actions using multi-factor authentication,https://github.com/marketplace/actions/wait-for-secrets,16,publish github action using multifactor authentication
Azure WebApp,Deploy Web Apps/Containerized Web Apps to Azure. github.com/Azure/Actions,https://github.com/marketplace/actions/azure-webapp,17,deploy web appscontainerized web apps azure githubcomazureactions
OSSF Scorecard action,Run OSSF Scorecard checks and output results in SARIF format,https://github.com/marketplace/actions/ossf-scorecard-action,17,run ossf scorecard check output result sarif format
Check Spelling,Spell check code and commits,https://github.com/marketplace/actions/check-spelling,17,spell check code commits
API testing with Kubernetes,API testing with Kubernetes,https://github.com/marketplace/actions/api-testing-with-kubernetes,17,api testing kubernetes
HTTP Request Action,Create any HTTP Request,https://github.com/marketplace/actions/http-request-action,17,create http request
is-my-node-vulnerable,checks if your Node.js installation is vulnerable to known security vulnerabilities,https://github.com/marketplace/actions/is-my-node-vulnerable,17,check nodejs installation vulnerable known security vulnerability
Dastardly Scan Action,Runs a Dastardly scan against a target site,https://github.com/marketplace/actions/dastardly-scan-action,17,run dastardly scan target site
Update Nix Flake Lock,Update your Nix flake.lock and send a PR,https://github.com/marketplace/actions/update-nix-flake-lock,17,update nix flakelock send pr
"""AWS CodeBuild run build"" Action For GitHub Actions",Execute CodeBuild::startBuild for the current repo,https://github.com/marketplace/actions/aws-codebuild-run-build-action-for-github-actions,17,execute codebuildstartbuild current repo
Create an issue,Creates a new issue using a template with front matter,https://github.com/marketplace/actions/create-an-issue,17,creates new issue using template front matter
panvimdoc,Convert pandoc input to vimdoc output,https://github.com/marketplace/actions/panvimdoc,17,convert pandoc input vimdoc output
Cachix,nix-build with the help of caching to Cachix,https://github.com/marketplace/actions/cachix,17,nixbuild help caching cachix
Post Slack messages,Post Slack messages from your own bot,https://github.com/marketplace/actions/post-slack-message,17,post slack message bot
Upstream Sync,"Automatically updates a target branch with new commits from an upstream repo, great for forks or parallel projects",https://github.com/marketplace/actions/upstream-sync,17,automatically update target branch new commits upstream repo great fork parallel project
Setup Swift,Setup a Swift environment on Ubuntu or macOS,https://github.com/marketplace/actions/setup-swift,17,setup swift environment ubuntu macos
gpt-review,Review your PRs with a GPT Model from Azure Open AI,https://github.com/marketplace/actions/gpt-review,17,review pr gpt model azure open ai
Qodana Scan,Scan your projects with Qodana on GitHub. Docs: https://jb.gg/qodana-github-action,https://github.com/marketplace/actions/qodana-scan,17,scan project qodana github doc httpsjbggqodanagithubaction
Build unikernel images with Unikraft,"Build, push and run unikernel images with Unikraft",https://github.com/marketplace/actions/build-unikernel-images-with-unikraft,17,build push run unikernel image unikraft
FreeBSD-vm,Run CI in FreeBSD for GitHub Actions,https://github.com/marketplace/actions/freebsd-vm,17,run ci freebsd github action
Profile Readme Stats,Showcase your github stats on your profile README.md,https://github.com/marketplace/actions/profile-readme-stats,17,showcase github stats profile readmemd
Dynamic Badges,Create badges via shields.io/endpoint for your README.md which may change with every commit,https://github.com/marketplace/actions/dynamic-badges,18,create badge via shieldsioendpoint readmemd may change every commit
Deploy to Kubernetes cluster,"Deploy to a Kubernetes cluster including, but not limited to Azure Kubernetes Service (AKS) clusters",https://github.com/marketplace/actions/deploy-to-kubernetes-cluster,18,deploy kubernetes cluster including limited azure kubernetes service ak cluster
Gradle Wrapper Validation,Validates Gradle Wrapper JAR Files,https://github.com/marketplace/actions/gradle-wrapper-validation,18,validates gradle wrapper jar file
Pulumi CLI Action,"Pulumi s GitHub Actions deploy apps and infrastructure to your cloud of choice, using just your favorite language and GitHub",https://github.com/marketplace/actions/pulumi-cli-action,18,pulumi github action deploy apps infrastructure cloud choice using favorite language github
Run Stack Analyser,Run Specfy s Stack Analyser and send update to Specfy API,https://github.com/marketplace/actions/run-stack-analyser,18,run specfy stack analyser send update specfy api
License Eye Header,A full-featured license tool to check and fix license headers and dependencies licenses,https://github.com/marketplace/actions/license-eye-header,18,fullfeatured license tool check fix license header dependency license
Logseq Publish SPA,Publishes a Logseq graph as a Single Page Application (SPA),https://github.com/marketplace/actions/logseq-publish-spa,18,publishes logseq graph single page application spa
Helm Chart Testing,Install the Helm chart-testing tool,https://github.com/marketplace/actions/helm-chart-testing,18,install helm charttesting tool
GitHub Slug Action,GitHub Action to expose slug value of environment variables inside your GitHub workflow,https://github.com/marketplace/actions/github-slug-action,18,github action expose slug value environment variable inside github workflow
Deploy to App Engine,Deploy and promote a new service to Google App Engine,https://github.com/marketplace/actions/deploy-to-app-engine,18,deploy promote new service google app engine
Build and upload Rust binary to GitHub Releases,GitHub Action for building and uploading Rust binary to GitHub Releases,https://github.com/marketplace/actions/build-and-upload-rust-binary-to-github-releases,18,github action building uploading rust binary github release
Checkov GitHub Action,"Run Checkov against Terraform/CloudFormation infrastructure code, as a pre-packaged GitHub Action",https://github.com/marketplace/actions/checkov-github-action,18,run checkov terraformcloudformation infrastructure code prepackaged github action
Deploy MkDocs,Deploys MkDocs site,https://github.com/marketplace/actions/deploy-mkdocs,18,deploys mkdocs site
"AWS CloudFormation ""Deploy CloudFormation Stack"" Action for GitHub Actions",Deploys a AWS CloudFormation stack,https://github.com/marketplace/actions/aws-cloudformation-deploy-cloudformation-stack-action-for-github-actions,18,deploys aws cloudformation stack
PR Labeler,Automatically labels your PRs based on branch name patterns like feature/* or fix/*,https://github.com/marketplace/actions/pr-labeler,18,automatically label pr based branch name pattern like feature fix
Setup JFrog CLI,Install and configure JFrog CLI,https://github.com/marketplace/actions/setup-jfrog-cli,18,install configure jfrog cli
SFTP Deploy,Deploy file to your server use sftp ssh private key,https://github.com/marketplace/actions/sftp-deploy,18,deploy file server use sftp ssh private key
S3 Deploy,Deploy a static website to AWS S3 and invalidate CloudFront distribution,https://github.com/marketplace/actions/s3-deploy,18,deploy static website aws invalidate cloudfront distribution
Mirroring Repository,"Mirror a repository to another repository on GitHub, GitLab, BitBucket, AWS CodeCommit, etc",https://github.com/marketplace/actions/mirroring-repository,18,mirror repository another repository github gitlab bitbucket aws codecommit etc
Nuclei - Vulnerability Scan,Nuclei is a fast and customisable vulnerability scanner based on simple YAML based DSL,https://github.com/marketplace/actions/nuclei-vulnerability-scan,18,nucleus fast customisable vulnerability scanner based simple yaml based dsl
mc-publish,Your one-stop GitHub Action for seamless Minecraft project publication across various platforms,https://github.com/marketplace/actions/mc-publish,19,onestop github action seamless minecraft project publication across various platform
Zola Deploy to Pages,Build and deploy a Zola site to GitHub Pages,https://github.com/marketplace/actions/zola-deploy-to-pages,19,build deploy zola site github page
gitartwork on contribution graph,gitartwork on users contribution graph,https://github.com/marketplace/actions/gitartwork-on-contribution-graph,19,gitartwork user contribution graph
Infracost Actions,See cloud cost estimates for Terraform in pull requests,https://github.com/marketplace/actions/infracost-actions,19,see cloud cost estimate terraform pull request
actions-template-sync,Synchronises changes of the template repository,https://github.com/marketplace/actions/actions-template-sync,19,synchronises change template repository
Run eslint with reviewdog,🐶 Run eslint with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-eslint-with-reviewdog,19,run eslint reviewdog pull request improve code review experience
unimport,Get rid of all unused imports 🥳,https://github.com/marketplace/actions/unimport,19,get rid unused import
KinD (Kubernetes in Docker) Action,Easily run a Kubernetes cluster in your GitHub Action,https://github.com/marketplace/actions/kind-kubernetes-in-docker-action,19,easily run kubernetes cluster github action
Google Cloud Platform (GCP) CLI - gcloud,GitHub Action with all the components of the Google Cloud SDK,https://github.com/marketplace/actions/google-cloud-platform-gcp-cli-gcloud,19,github action component google cloud sdk
Steam - Deploy,Deploy game builds to Steam using the SteamSDK,https://github.com/marketplace/actions/steam-deploy,19,deploy game build steam using steamsdk
Carbonate,Generate beautiful images for code blocks present in issues,https://github.com/marketplace/actions/carbonate,19,generate beautiful image code block present issue
Cloud Storage Uploader,Upload files or folders to GCS buckets,https://github.com/marketplace/actions/cloud-storage-uploader,19,upload file folder gc bucket
Official SonarQube Scan,Scan your code with SonarQube Server and Cloud to detect issues in 30+ languages. (Formerly SonarQube and SonarCloud),https://github.com/marketplace/actions/official-sonarqube-scan,19,scan code sonarqube server cloud detect issue language formerly sonarqube sonarcloud
Run SSH command,Github Action to run commands on a remote server using SSH,https://github.com/marketplace/actions/run-ssh-command,19,github action run command remote server using ssh
Setup Rust Toolchain for GitHub CI,Setup specific Rust versions with caching pre-configured. It provides problem matchers for cargo and rustfmt issues.,https://github.com/marketplace/actions/setup-rust-toolchain-for-github-ci,19,setup specific rust version caching preconfigured provides problem matcher cargo rustfmt issue
MongoDB in GitHub Actions,Start a MongoDB server (on default port 27017 or a custom port),https://github.com/marketplace/actions/mongodb-in-github-actions,19,start mongodb server default port custom port
automated-build-android-app-with-github-action,Automated build android app bundle and apk with github action,https://github.com/marketplace/actions/automated-build-android-app-with-github-action,19,automated build android app bundle apk github action
GitTools,Build tasks for easy semantic versioning for projects using Git and release management,https://github.com/marketplace/actions/gittools,19,build task easy semantic versioning project using git release management
Install PHP Dependencies with Composer,"Installs and caches PHP dependencies with Composer, accepting arguments to configure how and what to install",https://github.com/marketplace/actions/install-php-dependencies-with-composer,19,installs cache php dependency composer accepting argument configure install
foundry-toolchain,Install Foundry,https://github.com/marketplace/actions/foundry-toolchain,19,install foundry
TOC Generator,GitHub Action to generate TOC,https://github.com/marketplace/actions/toc-generator,20,github action generate toc
Get All Changed Files,Get all of the files changed/modified in a pull request or push s commits,https://github.com/marketplace/actions/get-all-changed-files,20,get file changedmodified pull request push commits
Jetstack Paranoia,Validate the presence or absence of certificate authorities in your container image.,https://github.com/marketplace/actions/jetstack-paranoia,20,validate presence absence certificate authority container image
Anchore Container Scan,Scan docker containers with Grype for vulnerabilities,https://github.com/marketplace/actions/anchore-container-scan,20,scan docker container grype vulnerability
Has Changed Path,Detects whether a path or a combination of paths were changed in the previous commit,https://github.com/marketplace/actions/has-changed-path,20,detects whether path combination path changed previous commit
Sponsor Labels,Labels issues and pull requests if the author is a sponsor,https://github.com/marketplace/actions/sponsor-labels,20,label issue pull request author sponsor
GitHub CODEOWNERS Validator,GitHub action to ensure the correctness of your CODEOWNERS file,https://github.com/marketplace/actions/github-codeowners-validator,20,github action ensure correctness codeowners file
Cache APT Packages,Install APT based packages and cache them for future runs,https://github.com/marketplace/actions/cache-apt-packages,20,install apt based package cache future run
Nrwl Nx,Wrap the Nx monorepo tool and execute tasks depending on the action context,https://github.com/marketplace/actions/nrwl-nx,20,wrap nx monorepo tool execute task depending action context
powerplatform-actions,Power Platform Getting started with Who Am I,https://github.com/marketplace/actions/powerplatform-actions,20,power platform getting started
Unity - Test runner,Run tests for any Unity project,https://github.com/marketplace/actions/unity-test-runner,20,run test unity project
Publish to npm,Automatically publish new versions to npm,https://github.com/marketplace/actions/publish-to-npm,20,automatically publish new version npm
Docker Run Action,Run a command in a new container,https://github.com/marketplace/actions/docker-run-action,20,run command new container
Run golangci-lint with reviewdog,🐶 Run golangci-lint with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-golangci-lint-with-reviewdog,20,run golangcilint reviewdog pull request improve code review experience
Setup Android SDK Tools,Setup the Android SDK Tools and add them to the path,https://github.com/marketplace/actions/setup-android-sdk-tools,20,setup android sdk tool add path
Trunk Check,The official trunk.io GitHub action,https://github.com/marketplace/actions/trunk-check,20,official trunkio github action
Push git subdirectory as branch,Push a subdirectory as a branch to any git repo over SSH (or to the local repo),https://github.com/marketplace/actions/push-git-subdirectory-as-branch,20,push subdirectory branch git repo ssh local repo
GitHub Readme YouTube Cards,Workflow for displaying recent YouTube videos as SVG cards in your readme,https://github.com/marketplace/actions/github-readme-youtube-cards,20,workflow displaying recent youtube video svg card readme
Automate pull request generation and tagging for releases using tagpr,install and run the tagpr,https://github.com/marketplace/actions/automate-pull-request-generation-and-tagging-for-releases-using-tagpr,20,install run tagpr
kubectl-simple,The kubectl command line program as a GitHub Action,https://github.com/marketplace/actions/kubectl-simple,20,kubectl command line program github action
Publish VS Code Extension,Publish your VSCode extension to the VS Marketplace (using vsce) or the Open VSX Registry (using ovsx) with ease,https://github.com/marketplace/actions/publish-vs-code-extension,21,publish vscode extension v marketplace using vsce open vsx registry using ovsx ease
Branch Names,Retrieve github branch or tag information without the /ref/* prefix,https://github.com/marketplace/actions/branch-names,21,retrieve github branch tag information without ref prefix
Docker Buildx Bake,GitHub Action to use Docker Buildx Bake as a high-level build command,https://github.com/marketplace/actions/docker-buildx-bake,21,github action use docker buildx bake highlevel build command
goreadme,Goreadme command line tool and Github action,https://github.com/marketplace/actions/goreadme,21,goreadme command line tool github action
Import Code-Signing Certificates,Imports a PKCS12 certificate and private key into a macOS Keychain,https://github.com/marketplace/actions/import-code-signing-certificates,21,import pkcs certificate private key macos keychain
GPT Translate,Markdown translation into any other language powered by ChatGPT,https://github.com/marketplace/actions/gpt-translate,21,markdown translation language powered chatgpt
posener/goaction,Creates action files for Go code,https://github.com/marketplace/actions/posener-goaction,21,creates action file go code
todo-actions,Convert TODO comments into issues,https://github.com/marketplace/actions/todo-actions,21,convert todo comment issue
Code Coverage Summary,A GitHub Action that reads Cobertura format code coverage files and outputs a text or markdown summary,https://github.com/marketplace/actions/code-coverage-summary,21,github action read cobertura format code coverage file output text markdown summary
emilpriver/geni,Migrate your migrations using geni,https://github.com/marketplace/actions/emilpriver-geni,21,migrate migration using geni
Add PR Comment,Add a comment to a pull request,https://github.com/marketplace/actions/add-pr-comment,21,add comment pull request
AsyncAPI CLI Action,One stop solution for all your AsyncAPI Specification needs in github actions,https://github.com/marketplace/actions/asyncapi-cli-action,21,one stop solution asyncapi specification need github action
AWS CDK GitHub Actions,Runs AWS-CDK via GitHub Actions,https://github.com/marketplace/actions/aws-cdk-github-actions,21,run awscdk via github action
Hadolint Action,Action that runs Hadolint Dockerfile linting tool,https://github.com/marketplace/actions/hadolint-action,21,action run hadolint dockerfile linting tool
Load secrets from 1Password,Make secrets from 1Password Connect available as environment variables in the next steps,https://github.com/marketplace/actions/load-secrets-from-1password,21,make secret password connect available environment variable next step
Make OpenWrt using flippy's script,"Support Amlogic, Rockchip and Allwinner boxes",https://github.com/marketplace/actions/make-openwrt-using-flippy-s-script,21,support amlogic rockchip allwinner box
RegEx Issue Labeler,Labels issues automatically based on their body,https://github.com/marketplace/actions/regex-issue-labeler,21,label issue automatically based body
GitHub Checks,Wrapper around the GitHub Checks API,https://github.com/marketplace/actions/github-checks,21,wrapper around github check api
Setup Cpp (C++ / C),Install all the tools required for building and testing C++/C projects,https://github.com/marketplace/actions/setup-cpp-c-c,21,install tool required building testing cc project
Generate gas diff,Easily compare gas reports generated by foundry,https://github.com/marketplace/actions/generate-gas-diff,21,easily compare gas report generated foundry
Container Retention Policy,Create a retention policy for your GHCR hosted container images,https://github.com/marketplace/actions/container-retention-policy,22,create retention policy ghcr hosted container image
Generate gas diff,Easily compare gas reports generated by foundry,https://github.com/marketplace/actions/generate-gas-diff,22,easily compare gas report generated foundry
Pull Request Comment Trigger,"Look for a trigger word in a pull-request description or comment, so that later steps can know whether or not to run",https://github.com/marketplace/actions/pull-request-comment-trigger,22,look trigger word pullrequest description comment later step know whether run
Vale Linter,"The official GitHub Action for Vale -- install, manage, and run Vale with ease",https://github.com/marketplace/actions/vale-linter,22,official github action vale install manage run vale ease
web deploy anything,Deploy websites via sftp/ssh/rsync,https://github.com/marketplace/actions/web-deploy-anything,22,deploy website via sftpsshrsync
Delete Artifact,Delete artifacts created within the workflow run,https://github.com/marketplace/actions/delete-artifact,22,delete artifact created within workflow run
Code Climate Coverage Action,Publish code coverage to Code Climate,https://github.com/marketplace/actions/code-climate-coverage-action,22,publish code coverage code climate
Deploy to Neocities,Efficiently deploy a folder to Neocities.org,https://github.com/marketplace/actions/deploy-to-neocities,22,efficiently deploy folder neocitiesorg
Fetch Metadata from Dependabot PRs,Extract information from about the dependency being updated by a Dependabot-generated PR,https://github.com/marketplace/actions/fetch-metadata-from-dependabot-prs,22,extract information dependency updated dependabotgenerated pr
Jenkinsfile Runner Prepackaged,Runs Jenkinsfile in a pre-packaged single-shot master,https://github.com/marketplace/actions/jenkinsfile-runner-prepackaged,22,run jenkinsfile prepackaged singleshot master
Label Syncer,Sync GitHub labels in the declarative way,https://github.com/marketplace/actions/label-syncer,22,sync github label declarative way
WebPageTest GitHub Action,Automatically test code changes in WebPageTest and enforce performance budgets,https://github.com/marketplace/actions/webpagetest-github-action,22,automatically test code change webpagetest enforce performance budget
Delete workflow runs,An action to delete workflow runs in a repository,https://github.com/marketplace/actions/delete-workflow-runs,22,action delete workflow run repository
Setup Dart SDK,Download and setup the Dart SDK,https://github.com/marketplace/actions/setup-dart-sdk,22,download setup dart sdk
GitHub Action for GraalVM,Set up a specific version of the GraalVM JDK and add the command-line tools to the PATH,https://github.com/marketplace/actions/github-action-for-graalvm,22,set specific version graalvm jdk add commandline tool path
VHS Action,Run VHS to render terminal videos,https://github.com/marketplace/actions/vhs-action,22,run vhs render terminal video
Sphinx Build,Builds documentation using Sphinx,https://github.com/marketplace/actions/sphinx-build,22,build documentation using sphinx
run-vcpkg,Setup (and optionally run) vcpkg to build C/C++ dependencies and cache them automatically,https://github.com/marketplace/actions/run-vcpkg,22,setup optionally run vcpkg build cc dependency cache automatically
Publish NuGet,"Build, Pack Publish a NuGet package with dotnet core on project version change",https://github.com/marketplace/actions/publish-nuget,22,build pack publish nuget package dotnet core project version change
slack - GitHub Actions Slack integration,"Notify Slack of GitHub Actions workflows, jobs and step status",https://github.com/marketplace/actions/slack-github-actions-slack-integration,22,notify slack github action workflow job step status
Uptoc Action,"Publish your static files, support oss,cos,qiniu,aws s3,google storage",https://github.com/marketplace/actions/uptoc-action,23,publish static file support osscosqiniuaws sgoogle storage
Issues Translator,The action for translating Non-English issues content to English,https://github.com/marketplace/actions/issues-translator,23,action translating nonenglish issue content english
GitHub Action for Slack,Outputs a message to Slack,https://github.com/marketplace/actions/github-action-for-slack,23,output message slack
go-mnd,Runs the Golang magic number detector,https://github.com/marketplace/actions/go-mnd,23,run golang magic number detector
Evergreen action,A GitHub Action to request dependabot enablement on eligible repositories in an organization,https://github.com/marketplace/actions/evergreen-action,23,github action request dependabot enablement eligible repository organization
Copy via ssh,Github Action to copy a folder to a remote server using SSH,https://github.com/marketplace/actions/copy-via-ssh,23,github action copy folder remote server using ssh
action-github-app-token,Gets a GitHub auth token for a GitHub App installation,https://github.com/marketplace/actions/action-github-app-token,23,get github auth token github app installation
Pytest Coverage Comment,Comments a pull request with the pytest code coverage badge and full report,https://github.com/marketplace/actions/pytest-coverage-comment,23,comment pull request pytest code coverage badge full report
PR Review Apps on fly.io,Deploy temporary apps from pull requests on Fly.io,https://github.com/marketplace/actions/pr-review-apps-on-fly-io,23,deploy temporary apps pull request flyio
Setup Clojure,Setup your runner with Clojure build tools,https://github.com/marketplace/actions/setup-clojure,23,setup runner clojure build tool
